index,address,longitude,lat,locality,store_code,staff_numbers,opening_date,store_type,latitude,country_code,continent
169,"Studio 6
Baldwin ports
Lake Lewis
G2 3EE, Lymington",50.75767,,Lymington,LY-73842BE8,23,2012-11-28,Local,-1.5443,GB,Europe
170,"Losekannplatz 687
06653 Potsdam, Halstenbek",53.63333,,Halstenbek,HA-B6953307,8,1993-10-02,Mall Kiosk,9.85,DE,Europe
171,"02 Norman flats
North Nigelburgh
WD7M 1UN, Belper",53.0233,,Belper,BE-F9462A80,100,2019-01-16,Super Store,-1.48119,GB,Europe
172,UBCIFQLSNY,Q1TJY8H1ZH,2XE1OWOC23,1T6B406CI8,QIUU9SVP51,SKBXAXF5G5,7AHXLXIUEF,O0QJIRC943,3ZR3F89D97,FP8DLXQVGH,LU3E036ZD9
173,"48 Willis dale
North Dylan
S8W 2NG, Strood",51.39323,,Strood,ST-3C93FBF2,26,2014-08-19,Local,0.47713,GB,Europe
174,"Kruschwitzplatz 13
02034 Hainichen, Marburg an der Lahn",50.80904,,Marburg an der Lahn,MA-20E6EB37,35,2004-09-13,Local,8.77069,DE,Europe
175,"Studio 0
Jennings spur
Gregoryville
NN3 4BB, High Wycombe",51.62907,,High Wycombe,HI-F27C7A84,71,2007-07-21,Outlet,-0.74934,GB,Europe
176,"Flat 50
Sam extension
Wilsonview
FY1W 9BA, Thetford",52.41667,,Thetford,TH-D94B2E76,30,2015-01-08,Local,0.75,GB,Europe
177,"40 Powell lock
Kayborough
DG6 0ZS, Lower Earley",51.42708,,Lower Earley,LO-3DD01CA8,6,2021-06-20,Mall Kiosk,-0.91979,GB,Europe
178,"Sontagweg 54
94925 Erfurt, Barmbek-Nord",53.6052,,Barmbek-Nord,BA-8BA66AA0,33,2006-02-03,Local,10.03988,DE,Europe
179,"Girschnerweg 163
93597 Angermünde, Dahlem",52.4581,,Dahlem,DA-ACC520AE,30e,1994-03-07,Local,13.28702,DE,Europe
180,"Sagerstr. 64
93083 Leipziger Land, Bad Segeberg",53.94313,,Bad Segeberg,BA-3A37248A,69,2011-11-27,Super Store,10.30215,DE,Europe
181,"Flat 25
Chapman turnpike
Matthewsborough
MK0 4RG, Inverness",57.47908,,Inverness,IN-8A98027C,99,1993-03-17,Super Store,-4.22398,GB,Europe
182,"Benthinallee 25
56122 Schongau, Charlottenburg-Nord",52.53048,,Charlottenburg-Nord,CH-42F9D8D8,20,2005-04-26,Local,13.29371,DE,Europe
183,"Studio 26
Davies skyway
West Elizabeth
E24 2TR, Arbroath",56.56317,,Arbroath,AR-F938FB8E,27,2015-02-13,Local,-2.58736,GB,Europe
184,"Wolf-Thies-Weg 032
36732 Höxter, Zeitz",51.04962,,Zeitz,ZE-EA9C82AA,40,2001-02-19,Local,12.1369,DE,Europe
185,"Studio 53
Glen isle
New Stewarttown
M59 5XA, Exeter",50.7236,,Exeter,EX-41AC3888,24,2010-07-19,Local,-3.52751,GB,Europe
186,"Flat 48U
Clark mount
New Allan
BA9A 8XX, Chapletown",53.46506,,Chapletown,CH-E1344D81,28,1997-07-01,Local,-1.47217,GB,Europe
187,"Flat 18
Phillips lane
Lynntown
CF8H 8QU, Great Wyrley",52.66277,,Great Wyrley,GR-18E26E0C,34,1999-11-19,Local,-2.01111,GB,Europe
188,"295 Foster haven
Edwardsfurt
M4 8ZJ, Viewpark",55.82737,,Viewpark,VI-B13ACF87,33,2000-08-02,Local,-4.0573,GB,Europe
189,"Luka-Adolph-Platz 8/7
49973 Halberstadt, Ehingen",48.28259,,Ehingen,EH-945D8F25,81,2000-06-28,Super Store,9.72749,DE,Europe
190,"70 Ward center
Port Nicola
DT73 4WY, Bushey",51.64316,,Bushey,BU-3FC2A064,25,2016 November 25,Local,-0.36053,GB,Europe
191,"77 Eleanor fork
Wrightmouth
FK9 4BH, Mexborough",53.49389,,Mexborough,ME-C1AF27C3,130,2001-03-08,Super Store,-1.29243,GB,Europe
192,"0 Mason islands
Lake Katyview
L3U 0EX, Penzance",50.11861,,Penzance,PE-52B1E131,25,2012-05-02,Local,-5.53715,GB,Europe
193,"Studio 46
Julia points
North Gareth
BL4P 4NS, Rutherglen",55.82885,,Rutherglen,RU-BFF916C5,128,2001-05-23,Super Store,-4.21376,GB,eeEurope
194,"Hülya-Reinhardt-Ring 8/8
84222 Hannoversch Münden, Landshut",48.52961,,Landshut,LA-BC0455E1,7,2005-08-05,Mall Kiosk,12.16179,DE,Europe
195,"55 Phillip place
Jasmineberg
SW6 3YS, Belper",53.0233,,Belper,BE-9A378A7F,22,2015-02-03,Local,-1.48119,GB,Europe
196,"7 Russell greens
New Jessica
M5A 5GL, Lancing",50.82882,,Lancing,LA-C1E143DE,138,2006-10-03,Super Store,-0.32247,GB,Europe
197,"Nuray-Lorch-Ring 4/0
84116 Grevesmühlen, Nidderau",50.23805,,Nidderau,NI-D757F308,27,1997-05-01,Local,8.86704,DE,Europe
198,"9 Chelsea trace
Mooremouth
CT32 6HG, Hartley",51.38673,,Hartley,HA-859769AF,30,2019-09-04,Local,0.30367,GB,Europe
199,"Dörrstr. 4/6
74777 Neubrandenburg, Walsrode",52.86147,,Walsrode,WA-0E6E657C,76,2013-06-04,Super Store,9.5926,DE,Europe
200,"Flat 77
Shaw underpass
Lake Mandy
G8C 2NE, Strood",51.39323,,Strood,ST-1DAA85E6,77,2014-09-17,Super Store,0.47713,GB,Europe
201,"82 Pauline island
Port Gail
PA6 6XQ, Winsford",53.19146,,Winsford,WI-1BEEB9CA,137,2021-01-12,Super Store,-2.52398,GB,Europe
202,"7 Wright run
South Adrian
N6A 1LX, Hartley",51.38673,,Hartley,HA-41E65DD9,119,2019-11-23,Super Store,0.30367,GB,Europe
203,"516 Robinson Street Apt. 867
West Donna, NJ 95809, Jersey City",40.72816,,Jersey City,JE-3AF1D134,38,2015-10-02,Local,-74.07764,US,America
204,"97 Jones village
Lynnestad
EH0H 7WL, Kingston upon Hull",53.7446,,Kingston upon Hull,KI-967D1E81,20,2013-03-30,Local,-0.33525,GB,eeEurope
205,"Dippelweg 175
28510 Spremberg, Barmbek-Nord",53.6052,,Barmbek-Nord,BA-B0933185,85,2007-12-15,Super Store,10.03988,DE,Europe
206,"5352 Maureen Turnpike Apt. 081
Lake Kevin, WY 05079, Fayetteville",35.05266,,Fayetteville,FA-6A7ABBAD,131,2008/12/07,Super Store,-78.87836,US,America
207,"Studio 89
Rice freeway
Taylorshire
N22 1NT, Bushey",51.64316,,Bushey,BU-3020DF6C,36,2020-08-22,Local,-0.36053,GB,Europe
208,"Mariola-Stey-Weg 67
59162 Bad Kreuznach, Friedberg",48.35693,,Friedberg,FR-91D11D69,51,2007-12-21,Outlet,10.98461,DE,Europe
209,"Flat 2
Gibson stream
Thorpeview
AL14 1ZX, Strood",51.39323,,Strood,ST-32641EC1,33,1996-10-26,Local,0.47713,GB,Europe
210,"Wanda-Etzold-Gasse 1
80729 Finsterwalde, Schleswig",54.52156,,Schleswig,SC-ADA59883,32,2017-05-21,Local,9.5586,DE,Europe
211,"Studio 52
Brown place
New Kimland
WC2 0HD, Gainsborough",53.38333,,Gainsborough,GA-2252ED9A,31,2009-11-19,Local,-0.76667,GB,Europe
212,"Studio 26e
Miles port
Vincentfurt
G2 0PL, Westbury",51.26,,Westbury,WE-298C66F0,111,1998-02-27,Super Store,-2.1875,GB,Europe
213,"303 Abdul cliffs
Sandersmouth
NR18 5HB, Poulton-le-Fylde",53.83333,,Poulton-le-Fylde,PO-3A1A12CD,58,2000-06-23,Outlet,-2.98333,GB,Europe
214,"Flat 81
Gardner mission
North Leighton
ZE25 5WP, Cowes",50.76306,,Cowes,CO-EAEDFFF3,30,2008-03-20,Local,-1.29772,GB,Europe
215,"Tina-Döring-Gasse 68
95518 Calw, Gauting",48.06919,,Gauting,GA-846D92B4,28,1995-04-22,Local,11.37703,DE,Europe
216,"Flat 75b
Robert courts
Adamsstad
PA4B 9HF, Westbury",51.26,,Westbury,WE-54DE559C,33,2016-10-31,Local,-2.1875,GB,Europe
217,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
218,"Flat 08f
Francis flat
West Kathrynstad
SE69 3RR, Penzance",50.11861,,Penzance,PE-60C328DB,20,2013-10-25,Local,-5.53715,GB,Europe
219,"9 Walker skyway
South Naomimouth
W58 1FA, Blackpool",53.81667,,Blackpool,BL-8387506C,33,2021-05-19,Local,-3.05,GB,Europe
220,"Strohplatz 83
98919 Perleberg, Oberhausen",51.47805,,Oberhausen,OB-B57D2016,82,2014-05-21,Super Store,6.8625,DE,Europe
221,"0885 Smith Summit
South Heather, DC 76175, Redding",40.58654,,Redding,RE-4D07B5F2,33,2003-04-04,Local,-122.39168,US,America
222,"Schleichallee 0
69754 Naila, Hofheim am Taunus",50.09019,,Hofheim am Taunus,HO-85D2BA5B,82,2016-02-06,Super Store,8.4493,DE,Europe
223,"Nelli-Täsche-Gasse 7
02190 Dinslaken, Verl",51.88333,,Verl,VE-EE7A1F48,118,2010-05-21,Super Store,8.51667,DE,Europe
224,"Flat 78
Higgins ports
Lloydfort
LN0X 1AE, Rhosllanerchrugog",53.00974,,Rhosllanerchrugog,RH-AB6C3782,27,2015-02-19,Local,-3.05814,GB,Europe
225,"68 Briggs cliff
Scottton
S05 6HX, Aberdeen",57.14369,,Aberdeen,AB-316DE4BA,37,1993-11-21,Local,-2.09814,GB,Europe
226,"1 Charlene summit
East Terence
EH0 7FH, Lancing",50.82882,,Lancing,LA-F0652295,33,2018-02-13,Local,-0.32247,GB,Europe
227,"5 Gough park
Baldwinshire
KA39 6EQ, East Dereham",52.68333,,East Dereham,EA-6B5D31D8,56,1994-09-16,Outlet,0.93333,GB,Europe
228,"Studio 5
Charlotte park
Bethanyview
L99 4EA, Belper",53.0233,,Belper,BE-2DE7E6FD,72,2013-11-19,Outlet,-1.48119,GB,Europe
229,"van der Dussenallee 980
73428 Karlsruhe, Hofheim am Taunus",50.09019,,Hofheim am Taunus,HO-978C59DC,87,2014-04-07,Outlet,8.4493,DE,Europe
230,"833 Amanda well
Elliotttown
CM38 7DQ, Kingston upon Hull",53.7446,,Kingston upon Hull,KI-AF3A421C,32,2006-05-04,Local,-0.33525,GB,Europe
231,RC99UKMZB2,2YBZ1440V6,OXVE5QR07O,6LVWPU1G64,Y8J0Z2W8O9,2429OB3LMM,0OLAK2I6NS,50IB01SFAZ,L13EQEQODP,HMHIFNLOBN,5586JCLARW
232,"Flat 16
Josephine streets
Lesliebury
SG38 6QB, Chapletown",53.46506,,Chapletown,CH-C9AB9518,40,2006-08-23,Local,-1.47217,GB,Europe
233,"Studio 66
Jill lodge
Pottston
HR8 4QD, Rutherglen",55.82885,,Rutherglen,RU-514020AC,80,2015-03-20,Super Store,-4.21376,GB,Europe
234,"Ottomar-Mans-Gasse 67
61565 Hofgeismar, Wittenau",52.59319,,Wittenau,WI-5CDC1053,101,2018-10-03,Super Store,13.32127,DE,Europe
235,"23220 Christine Passage
Lake Karen, ME 66805, Mira Mesa",32.9156,,Mira Mesa,MI-D57825AA,4,2000-02-12,Mall Kiosk,-117.14392,US,America
236,"2 Keith course
Walkerport
HS3X 9BE, Winsford",53.19146,,Winsford,WI-293A03C1,70,2011-11-25,Outlet,-2.52398,GB,Europe
237,"566 John gardens
Port Glen
WN31 5WB, Great Wyrley",52.66277,,Great Wyrley,GR-84BD26D4,131,2003-11-06,Super Store,-2.01111,GB,Europe
238,"Flat 77
Rita path
Smithstad
N59 7SX, Thetford",52.41667,,Thetford,TH-B6A0AB51,22,2021-08-05,Local,0.75,GB,Europe
239,"Studio 40Z
Graham stravenue
Brownfort
S7W 5YB, Surbiton",51.39148,,Surbiton,SU-203C8474,93,2007-09-05,Super Store,-0.29825,GB,Europe
240,"Flat 65
Gordon estates
Longbury
G4B 4XF, Exeter",50.7236,,Exeter,EX-A3F2DB7C,6,2014-07-28,Mall Kiosk,-3.52751,GB,Europe
241,"Drubplatz 5/8
30390 Hofgeismar, Albstadt",48.21644,,Albstadt,AL-9E1A5529,39,2022-07-29,Local,9.02596,DE,Europe
242,"Flat 84d
Carol points
Paigeland
G3 0PD, Clacton-on-Sea",51.78967,,Clacton-on-Sea,CL-DA786EF6,22,October 2006 04,Local,1.15597,GB,Europe
243,"Dörschnerweg 8
53663 Saulgau, Aschaffenburg",49.97704,,Aschaffenburg,AS-D26C759B,20,2004-12-07,Local,9.15214,DE,Europe
244,"1135 Savannah Summit
Pierceshire, CO 66052, Fairview Heights",38.58894,,Fairview Heights,FA-0A1B14FB,73,1994-10-17,Outlet,-89.99038,US,America
245,"5 Reynolds run
Jenniferfort
E8G 5YX, High Wycombe",51.62907,,High Wycombe,HI-FD1137FA,7,1997-03-15,Mall Kiosk,-0.74934,GB,Europe
246,"5 Gardner mission
North Mohammedfort
G4 8XS, Clacton-on-Sea",51.78967,,Clacton-on-Sea,CL-7BF16887,23,2018-03-09,Local,1.15597,GB,Europe
247,"Studio 85
Evans fields
East Gavinport
DT9P 1AP, Penzance",50.11861,,Penzance,PE-360EA944,37,1995-06-06,Local,-5.53715,GB,eeEurope
248,"7430 Howe Extensions Suite 299
Kellyside, WA 99104, Sicklerville",39.71734,,Sicklerville,SI-C489938D,80R,1994-02-28,Outlet,-74.96933,US,America
249,"Killerweg 58
68233 Kronach, Landshut",48.52961,,Landshut,LA-7A9AA65C,129,1994-12-02,Super Store,12.16179,DE,Europe
250,"491 Joel inlet
Port Justinside
M3 3JS, Aberdeen",57.14369,,Aberdeen,AB-4ABD6D51,6,1994-08-19,Mall Kiosk,-2.09814,GB,Europe
251,"Knappegasse 4/9
24537 Düren, Radevormwald",51.20219,,Radevormwald,RA-5F41ED85,38,2017-12-27,Local,7.36027,DE,Europe
252,"Studio 3
Gregory cove
North Geoffreyberg
E9G 4XP, Belper",53.0233,,Belper,BE-7C142381,7,2008-11-15,Mall Kiosk,-1.48119,GB,eeEurope
253,"5 Gill square
Blakeborough
PR9W 6XB, Brierley Hill",52.48173,,Brierley Hill,BR-FB62A5BA,4,2004-12-30,Mall Kiosk,-2.12139,GB,Europe
254,"Faustgasse 1/9
35075 Lichtenfels, Oschatz",51.30001,,Oschatz,OS-EE0CC48A,28,2015-05-11,Local,13.10984,DE,Europe
255,"98 Barnett alley
Chambersland
N96 1QA, Viewpark",55.82737,,Viewpark,VI-682A89FF,23,1998-12-18,Local,-4.0573,GB,eeEurope
256,"Pölitzring 379
05718 Zossen, Gauting",48.06919,,Gauting,GA-5957F561,6,2019-09-13,Mall Kiosk,11.37703,DE,eeEurope
257,"47 Gavin summit
East Lucybury
SK9 4AA, Poulton-le-Fylde",53.83333,,Poulton-le-Fylde,PO-4AF8FC4D,38,1999-03-30,Local,-2.98333,GB,Europe
258,"61 Taylor crest
Longport
B6 6WR, Selby",53.78333,,Selby,SE-68A67454,30,2004-08-13,Local,-1.06667,GB,Europe
259,"Hans-Bernd-Atzler-Ring 1/7
78760 Zschopau, Radevormwald",51.20219,,Radevormwald,RA-412FE889,72,2009-07-22,Super Store,7.36027,DE,Europe
260,"Marita-Ziegert-Allee 511
20274 Zerbst, Kirchlengern",52.2,,Kirchlengern,KI-81D6FEBD,33,2001-01-12,Local,8.63333,DE,Europe
261,"Studio 23
Matthews village
East Elliott
LU6A 5BE, Westbury",51.26,,Westbury,WE-41EFA2D6,60,2019-04-27,Outlet,-2.1875,GB,Europe
262,"Studio 68
Ward knoll
Stephensonside
SL42 7JL, Leyland",53.69786,,Leyland,LE-1438EF01,23,1995-01-20,Local,-2.68758,GB,Europe
263,"Maria-Theresia-Johann-Allee 52
05110 Scheinfeld, Siegburg",50.80019,,Siegburg,SI-3E5F4AD9,20,2010-10-27,Local,7.20769,DE,Europe
264,"Rosina-Henk-Gasse 8/6
59445 Aschaffenburg, Pfullingen",48.46458,,Pfullingen,PF-F54C3265,37,2006-07-08,Local,9.22796,DE,Europe
265,"7314 Cobb Course Apt. 178
Garrettmouth, IN 57585, Port Richmond",40.63316,,Port Richmond,PO-D4D326B4,23,2005-06-07,Local,-74.13653,US,America
266,"Studio 53
Miles fort
Jonesland
B2J 8HG, Selby",53.78333,,Selby,SE-09EAF854,28,2013-11-04,Local,-1.06667,GB,Europe
267,"18980 John Points Apt. 129
Robinsonshire, PW 88197, Belle Glade",26.68451,,Belle Glade,BE-DAD46DCD,32,1995-01-21,Local,-80.66756,US,America
268,"3 Graham manors
Tracystad
RG1 5XZ, Belper",53.0233,,Belper,BE-BC3E4F9A,111,2002-11-07,Super Store,-1.48119,GB,Europe
269,"Werneckeweg 9/6
93470 Bad Mergentheim, Weimar",50.9803,,Weimar,WE-55D0E7FF,34,1998-05-02,Local,11.32903,DE,Europe
270,"Studio 1
Kyle mission
New Glentown
SL43 9YP, Strood",51.39323,,Strood,ST-8D1A43F1,34,2018-04-26,Local,0.47713,GB,Europe
271,"Claire-Heidrich-Weg 2/8
59107 Sankt Goar, Verl",51.88333,,Verl,VE-1050754E,24,2007-09-03,Local,8.51667,DE,Europe
272,"Flat 3
Yvonne views
Matthewsstad
PL50 0QL, Chapletown",53.46506,,Chapletown,CH-86DFF57D,27,1997-10-26,Local,-1.47217,GB,eeEurope
273,"970 Myers heights
Lorrainemouth
LS0B 5DB, Great Wyrley",52.66277,,Great Wyrley,GR-6D292223,22,2018-02-26,Local,-2.01111,GB,Europe
274,"41 Carr ranch
Kieranfurt
G1 7DX, High Wycombe",51.62907,,High Wycombe,HI-D59BBEEC,114,2017-06-19,Super Store,-0.74934,GB,Europe
275,"Flat 83t
Thomas road
South Adam
TW08 6QY, Chapletown",53.46506,,Chapletown,CH-8A74708A,52,1995-04-29,Outlet,-1.47217,GB,Europe
276,"265 Talbot fork
Rogersmouth
E1 7EP, Great Wyrley",52.66277,,Great Wyrley,GR-30543E4C,137,1999-11-24,Super Store,-2.01111,GB,Europe
277,"70 Dale lakes
East Adam
E3 9QS, Great Wyrley",52.66277,,Great Wyrley,GR-664E0CB3,38,2011-08-15,Local,-2.01111,GB,Europe
278,"Otto-Tlustek-Ring 23
53302 Grevenbroich, Karben",50.23019,,Karben,KA-249967D9,31,1999-01-12,Local,8.77155,DE,Europe
279,"2 Francis mission
Shaunton
G3 9WF, Exeter",50.7236,,Exeter,EX-B1AACC7D,37,2005-04-07,Local,-3.52751,GB,Europe
280,"332 Eleanor forest
Rachelville
B3J 6YX, Blackpool",53.81667,,Blackpool,BL-04FD6EF3,28,2002-11-22,Local,-3.05,GB,Europe
281,"Flat 44
Gareth roads
Lake Jeanborough
CW7V 4GP, Surbiton",51.39148,,Surbiton,SU-B415327A,23,2011-02-19,Local,-0.29825,GB,Europe
282,"Flat 26c
Gill dam
North Bryanport
M1 2NX, Walton-on-the-Naze",51.84819,,Walton-on-the-Naze,WA-0A35C594,132,2006-06-15,Super Store,1.26738,GB,Europe
283,"2 Matthews street
Lynchborough
FK37 3TX, Devizes",51.35084,,Devizes,DE-504A9BFE,38,2013-05-04,Local,-1.99421,GB,Europe
284,"275 Williams garden
Kingland
W8 1NZ, Arbroath",56.56317,,Arbroath,AR-CB0D95D8,20,2003-01-06,Local,-2.58736,GB,Europe
285,"Reinhard-Weller-Allee 7
09791 Uelzen, Reutlingen",48.49144,,Reutlingen,RE-FAF57EF7,4,2013-07-13,Mall Kiosk,9.20427,DE,eeEurope
286,"2 Lewis burg
Josephfort
W14 4SB, Aberdeen",57.14369,,Aberdeen,AB-337AEBA7,63,1998-07-18,Outlet,-2.09814,GB,Europe
287,"2 Ian gateway
Lynneside
NP3 4SR, Penzance",50.11861,,Penzance,PE-8BF5FE22,70,2008-02-14,Outlet,-5.53715,GB,Europe
288,"653 Smith radial
Lydiaport
E8E 8SU, Bushey",51.64316,,Bushey,BU-0FB4CF87,30,2003-04-23,Local,-0.36053,GB,Europe
289,"Faustring 1
52133 Duderstadt, Memmingen",47.98372,,Memmingen,ME-6529390A,78,2005-06-13,Outlet,10.18527,DE,Europe
290,"Flat 07
Dawson mall
Edwardston
LE11 0TG, Newbury",51.40148,,Newbury,NE-2B35DCBD,23,2011-08-20,Local,-1.32471,GB,Europe
291,"Buchholzallee 372
93158 Bremen, Burscheid",51.08468,,Burscheid,BU-90D457E0,40,2004-11-17,Local,7.11393,DE,Europe
292,"Löwerallee 49
00561 Miltenberg, Landshut",48.52961,,Landshut,LA-55069B69,6,2001 May 04,Mall Kiosk,12.16179,DE,Europe
293,"Flat 0
Billy hill
Hughstad
G3B 0EL, Chapletown",53.46506,,Chapletown,CH-DEF208AA,8,2022-02-25,Mall Kiosk,-1.47217,GB,Europe
294,"98501 Emily Field Suite 577
West Michael, IN 29247, Brunswick",43.91452,,Brunswick,BR-CACF7508,7,2000-02-15,Mall Kiosk,-69.96533,US,America
295,"Flat 96s
Michelle courts
South Geraldside
EX08 4PA, Great Wyrley",52.66277,,Great Wyrley,GR-911A7DFC,66,2010-02-02,Outlet,-2.01111,GB,Europe
296,"29 Craig mountains
New Kellyville
M3 1YE, Blackpool",53.81667,,Blackpool,BL-9A86B74D,24,1993-01-26,Local,-3.05,GB,Europe
297,"Flat 07
Owen gardens
New Terry
L8U 0DY, Barnet",51.65,,Barnet,BA-99F54BD0,113,2016-05-16,Super Store,-0.2,GB,Europe
298,"Reingard-Weinhage-Weg 9/9
49079 Zerbst, Trossingen",48.07667,,Trossingen,TR-658557DD,20,2016-04-29,Local,8.64409,DE,eeEurope
299,"05 Stone trail
Lake Alexandratown
W3 1YU, Blackpool",53.81667,,Blackpool,BL-D6CF153F,4,2004-03-15,Mall Kiosk,-3.05,GB,Europe
300,"Flat 12
Harriet circle
Sandraland
UB0V 3QF, Arbroath",56.56317,,Arbroath,AR-2284FD32,4,2018-11-29,Mall Kiosk,-2.58736,GB,Europe
301,"Christine-Winkler-Straße 5
08309 Wurzen, Gronau",52.21099,,Gronau,GR-63F021A1,6,2020-02-22,Mall Kiosk,7.02238,DE,Europe
302,"Flat 53
Liam vista
Alicehaven
E6E 7TE, East Dereham",52.68333,,East Dereham,EA-EB4F2E1B,68,2000-09-20,Outlet,0.93333,GB,Europe
303,"Döringallee 7
21119 Sankt Goarshausen, Gifhorn",52.47774,,Gifhorn,GI-718674C0,78,2005-01-10,Super Store,10.5511,DE,Europe
304,"Kadestr. 0
65793 Hildesheim, Charlottenburg-Nord",52.53048,,Charlottenburg-Nord,CH-7638016B,31,2000-06-27,Local,13.29371,DE,Europe
305,"8 Baker orchard
Joycestad
S7 3XE, Gainsborough",53.38333,,Gainsborough,GA-D570038A,137,1996-05-18,Super Store,-0.76667,GB,Europe
306,"Mercedes-Benthin-Ring 2/8
93429 Saarlouis, Hofheim am Taunus",50.09019,,Hofheim am Taunus,HO-16A376B0,28,2022-06-18,Local,8.4493,DE,Europe
307,"5 Cole rapid
West Robert
SN63 0XR, Aberdeen",57.14369,,Aberdeen,AB-30E0C17F,37,2003-05-17,Local,-2.09814,GB,Europe
308,"Peukertring 850
19830 Bad Brückenau, Nidderau",50.23805,,Nidderau,NI-AB0FECD7,90,2022-10-12,Outlet,8.86704,DE,Europe
309,"Flat 1
Brenda fields
New Brenda
SA7N 1WA, Selby",53.78333,,Selby,SE-C44E6951,40,1993-04-19,Outlet,-1.06667,GB,Europe
310,"Studio 24I
Nathan lock
Adamberg
BR0M 3YZ, Cowes",50.76306,,Cowes,CO-308FF73B,39,2019-01-06,Local,-1.29772,GB,Europe
311,"4 Wright ways
South Timothychester
FK4B 2WB, Exeter",50.7236,,Exeter,EX-B4EE25D8,38,2007-05-27,Local,-3.52751,GB,Europe
312,"Studio 97
Morris wall
West Karl
SL9 9DZ, Selby",53.78333,,Selby,SE-E21DDC72,35,2017-09-04,Local,-1.06667,GB,Europe
313,"349 Megan extensions
West Martin
PH39 7DR, Thetford",52.41667,,Thetford,TH-142AE777,94,2007-05-05,Super Store,0.75,GB,Europe
314,"10212 Victoria Ports
Port Jillview, MN 30315, Carlsbad",32.42067,,Carlsbad,CA-70469742,5,2012-09-22,Mall Kiosk,-104.22884,US,America
315,"Flat 09
Ford cliff
Jeffreyville
W6E 2FW, Newbury",51.40148,,Newbury,NE-6046DE65,29,1996-06-01,Local,-1.32471,GB,Europe
316,"118 Logan Port Suite 682
New Jacobton, SC 81887, Lutz",28.15112,,Lutz,LU-439557A9,4,2012-08-18,Mall Kiosk,-82.46148,US,America
317,"317 Douglas springs
Kayleighberg
B9C 7QG, Surbiton",51.39148,,Surbiton,SU-163D2755,77,2012-10-07,Outlet,-0.29825,GB,Europe
318,"Studio 4
Fuller crossing
West Guy
SM9 8AQ, Viewpark",55.82737,,Viewpark,VI-8EBC5471,27,2004-01-23,Local,-4.0573,GB,Europe
319,"268 Smith walks
North Stuartborough
W42 8LL, Bushey",51.64316,,Bushey,BU-834779E4,93,2017-11-17,Super Store,-0.36053,GB,Europe
320,"32961 Daniel Bridge
West Malikfurt, ME 07252, Sterling",39.00622,,Sterling,ST-6590521C,32,1996-02-04,Local,-77.4286,US,America
321,"Fabian-Kruschwitz-Ring 1
42324 Wiedenbrück, Hofheim am Taunus",50.09019,,Hofheim am Taunus,HO-CE40B554,134,2019-12-18,Super Store,8.4493,DE,Europe
322,"167 Damien valley
Port Mohamedborough
M10 4LS, Lower Earley",51.42708,,Lower Earley,LO-8E1CA9E3,96,1996-09-18,Super Store,-0.91979,GB,Europe
323,"4 White greens
Stephenmouth
TS3 9AX, Surbiton",51.39148,,Surbiton,SU-ABF4F9A1,7,2001-05-18,Mall Kiosk,-0.29825,GB,Europe
324,"2 Kieran alley
South Leanneshire
EH4 8AQ, Cowes",50.76306,,Cowes,CO-9A576872,84,2015-03-06,Outlet,-1.29772,GB,Europe
325,"Hertrampfallee 45
17758 Strasburg, Albstadt",48.21644,,Albstadt,AL-EE8984F0,5,2003-10-16,Mall Kiosk,9.02596,DE,Europe
326,"Diethard-Bien-Ring 95
87473 Neunburg vorm Wald, Albstadt",48.21644,,Albstadt,AL-FB5FAE9B,22,2005-03-26,Local,9.02596,DE,Europe
327,"Flat 38E
Roy squares
Mahmoodton
RH7P 3AS, East Dereham",52.68333,,East Dereham,EA-EC2DAADE,36,2010-11-15,Local,0.93333,GB,Europe
328,"Boucseinweg 1/9
96416 Worbis, Stuttgart",48.78232,,Stuttgart,ST-D14ED89D,59,1998-09-29,Outlet,9.17702,DE,Europe
329,"Flat 3
Carole walks
Davisborough
S2 5EE, Lower Earley",51.42708,,Lower Earley,LO-C4AB23C1,22,2015-08-31,Local,-0.91979,GB,Europe
330,"Schleichstr. 883
92656 Bruchsal, Oberhausen",51.47805,,Oberhausen,OB-4B85CD4E,108,1996-10-22,Super Store,6.8625,DE,Europe
331,"Flat 9
Marc islands
Joanfort
LN39 1RY, Bushey",51.64316,,Bushey,BU-79F72A64,4,2011-09-24,Mall Kiosk,-0.36053,GB,Europe
332,"Marit-Zirme-Platz 8
08920 Berchtesgaden, Eppingen",49.13645,,Eppingen,EP-E66BE479,6,1996-10-15,Mall Kiosk,8.91229,DE,Europe
333,X349GIDWKU,O7NF1FZ74Y,VKA5I8H32X,RX9TCP2RGB,ISEE8A57FE,74BY7HSB6P,A3PMVM800J,0RSNUU3DF5,J3BPB68Z1J,F3AO8V2LHU,GFJQ2AAEQ8
334,"9 Jones divide
Whitechester
LU9E 4BL, Walton-on-the-Naze",51.84819,,Walton-on-the-Naze,WA-58021322,80,2011-02-08,Super Store,1.26738,GB,Europe
335,"Beckmannring 978
52046 Bad Freienwalde, Korschenbroich",51.19139,,Korschenbroich,KO-7E39C57F,33,1995-02-26,Local,6.51352,DE,Europe
336,"588 Natalie plaza
Annefurt
N94 8GD, High Wycombe",51.62907,,High Wycombe,HI-AED3C6CD,29,2012-06-21,Local,-0.74934,GB,eeEurope
